Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,419.2258149,526.5313517,566.051387,605.9856082,623.2867539,528.3130512,380.9073058,426.2219619,
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1201.756291,1389.67101,1365.777822,1450.577949,1326.668654,1158.256371,1101.901627,1136.764591,
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10490.50397,
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,458.8654301,512.170232,374.5029326,332.9210249,354.3189898,362.6581977,300.3077488,338.4844303,
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9071.356987,10405.12062,10779.50751,10882.2891,11183.72943,9655.137377,9515.194318,9951.544153,
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,48291.07443,50027.57819,51561.45955,52751.79899,54295.34242,55153.21527,56058.64352,58070.06614,
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5191.583081,5600.971392,5749.404752,5490.041314,5392.712421,4803.283299,4549.421642,5230.771726,
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,348.1560591,375.5828559,391.5182495,416.1401152,429.7909578,362.7521977,364.1605078,378.0592523,
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2291.360013,2519.289941,2745.866752,2996.964303,3221.678116,2729.762778,2175.656276,1968.425523,
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1526.497938,1682.957924,1792.038045,1847.198049,1975.464707,2073.497938,2143.925893,2221.806445,
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,50338.25483,53540.60536,49474.70561,51574.48942,52157.40687,44746.33405,45637.88675,48223.15549,
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,87770.26684,100711.2248,101668.1707,103059.2482,97199.9191,74498.13764,70890.03557,75504.56626,
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,592.1835216,692.1166842,681.7925868,688.6172788,706.2386977,747.1604624,730.9833283,849.0110426,
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4912.599558,7233.946609,10099.422,10036.18321,9872.638314,8052.888385,7821.298918,8343.827999,
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,33692.01083,38426.55081,39970.25624,42949.32684,44560.64037,38649.3785,40331.9591,42940.57829,
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,35847.47607,38328.27549,38022.5493,38236.27147,38776.57085,36395.21953,36863.88658,38151.36194,
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,19281.00081,20986.08496,22134.80137,21227.21235,20469.13865,16406.71162,15102.38231,15668.36663,
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,12346.14668,14892.39507,15219.44986,15488.71093,15573.59142,12606.30741,12167.62329,13169.0818,
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1040.142268,1226.215314,1261.208967,1272.441061,1316.980966,1428.637628,1442.28584,1547.853414,
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,8080.838225,9354.979419,10715.71661,11879.75653,12787.3062,13627.69475,14366.85289,15196.39734,
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,5022.493191,5771.565878,6387.785281,6583.116248,6492.053208,6053.112415,6031.366091,6571.928645,
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2129.499247,2352.518156,2581.818548,2760.289146,2842.938353,2878.33837,2950.913903,2988.952703,
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,8933.219345,9380.824312,10340.51932,10771.78298,11646.68152,13769.44758,14136.84137,13338.09655,
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2004.818112,2474.061846,2865.873252,2800.169029,2973.270549,2605.945969,2353.511589,2488.899697,
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12597.86239,13890.69624,13143.52122,13780.19061,14345.18606,12556.35575,12430.6296,13863.17788,
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1368.316405,1555.182794,1666.018037,1771.291479,1840.636521,1573.29621,1387.668478,1432.454235,
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.95963,30518.18278,,
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,22538.65408,23196.18375,20577.40264,21618.73534,22077.53613,19252.63495,19871.71897,21136.29721,
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4382.690449,5356.956969,5217.445724,5967.656872,6146.664055,5447.118631,5360.985931,5823.766137,
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2338.719877,2664.951385,2787.169738,2992.200995,2960.778004,2865.805109,2949.688085,3094.725747,
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2898.043659,3403.110136,3587.744312,3669.764949,3777.927219,3641.175631,3777.950768,3995.446872,
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,39448.58442,42231.77159,41989.34482,42165.87919,42821.20174,40337.9538,41041.87232,42526.45314,
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,70306.22784,85948.07046,88564.82298,88304.87958,86852.71019,65177.22879,59044.24729,63249.42243,
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8209.919456,9104.995622,8535.046876,9555.244217,10026.97358,8977.498544,9567.097782,10817.83379,
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10674.98771,14351.21205,15434.57478,16007.08999,14125.90873,9346.61636,8759.036118,10743.09659,
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,563.4013453,624.1228849,679.8607504,688.8223493,706.5967098,711.7739773,711.1957913,748.2920943,
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1252.178771,1373.73465,1370.189137,1387.135899,1499.478807,1545.761363,1643.434838,1842.255349,
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,19259.58726,23770.74739,25303.09462,24934.38614,24575.40304,20732.86172,19982.08563,20849.29137,
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1476.478087,1666.857757,1892.894352,1955.660799,2176.898029,2513.884661,2415.038162,2898.549346,
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1255.402738,1344.177217,1300.791844,1342.758689,1359.189351,1186.327514,1231.142595,1329.304228,
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,46569.67951,53237.56491,54715.69483,56389.18178,56957.07857,54940.85814,55243.13288,57714.29663,
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1290.572374,1728.50516,1928.956751,2004.899972,2036.942056,1965.422037,2056.489933,2132.115068,
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,399.1543676,445.052005,561.8984239,710.8186998,708.4394757,582.9362031,480.7930211,499.5291033,
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2992.545274,3275.508626,3437.599638,3515.947201,3595.790733,3669.878992,3768.837705,3889.308769,
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,68758.36862,65213.61899,56403.99483,57746.16607,54766.51307,46207.89103,47115.63807,48888.02517,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,493.5141459,485.6020611,478.784799,472.2726933,478.3441749,
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5411.877404,6423.291783,5659.380204,6353.826383,6200.173221,5237.255334,5426.198279,5900.038108,
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1555.813024,1718.478705,1760.952883,1824.936076,1864.858825,1654.166363,1492.328142,1572.338434,
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,1653.131588,1041.459694,1336.645256,1309.487381,917.9214739,237.4441185,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1556.757334,1719.49355,1761.928431,1826.157979,1866.056807,1655.382227,1493.57288,1573.607916,
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,11108.97054,13175.71521,13497.55195,13729.12545,13834.9678,11551.02841,11145.18392,11946.58496,
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1129.754961,1304.326189,1380.949959,1619.528517,1824.379217,1613.483465,1771.984789,1921.284473,
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,8303.31332,8319.67216,9232.505153,9491.570453,9554.562288,8617.76176,5645.334104,5317.389539,
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16600.61359,18187.15744,17274.6423,18191.61279,18629.77966,16132.86031,16529.54097,17604.95098,
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23437.47202,24985.24827,22532.43564,23357.9392,24202.43084,20873.16111,21650.21276,23597.29173,
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,52076.25591,59593.28711,57134.07707,60283.24522,59180.19898,50812.19086,51844.76126,53442.00828,
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3690.239228,3934.273373,3864.760436,3587.000316,3379.896499,3047.946756,2842.257229,3242.751065,
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,10804.68447,12189.09516,12006.64168,14765.68233,14700.36313,14745.31375,15077.84844,15629.30594,
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.5697341,989.2363633,973.4702574,986.0103177,1025.998515,781.3310573,698.2108863,662.5001146,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4051.867383,4917.929165,5446.809268,5968.185535,6370.64783,6579.686088,6648.644294,7201.594243,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8233.918991,9961.679542,10343.70159,10917.80673,10265.77761,7950.605332,7615.706386,8487.002958,
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,526.8410724,579.0130763,564.6971486,613.4402094,632.0313104,563.4753638,586.0522537,610.1517301,
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,5075.302176,5491.159981,5859.887644,6168.394881,5953.793928,5846.394608,5979.293546,6595.004125,
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,738.3475227,834.5412953,954.7205253,1040.137412,1104.459019,918.8119145,795.9607475,801.0508713,
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,4439.203,5649.978486,6675.262954,7304.420525,7962.365824,6432.68417,6389.354326,6586.625863,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8880.204872,10008.32737,9985.93354,10114.33737,10194.20621,8602.549078,8283.527189,9111.807358,
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,3603.940551,5021.462224,5766.969812,4770.315933,3335.548567,2501.577386,1987.118804,2279.253204,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,4143.288742,4611.075979,4989.655386,4597.043856,4444.104498,3942.887352,3915.34289,3799.867898,
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3548.068399,4044.979721,4500.750362,4278.884567,4196.470593,4093.849585,3744.492261,3959.079757,
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1252.178771,1373.73465,1370.189137,1387.135899,1499.478807,1545.761363,1643.434838,1842.255349,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1556.757334,1719.49355,1761.928431,1826.157979,1866.056807,1655.382227,1493.57288,1573.607916,
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16683.42242,19004.15714,19083.21481,19713.37929,20081.52191,17941.23794,16334.21714,16126.37095,
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,4140.15177,4256.91279,4137.54814,4199.084678,4274.292832,3827.729834,3666.357154,3464.41689,
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10672.40036,11340.82227,11720.31301,12542.72093,12127.46146,10984.80288,10862.72643,10546.15256,
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3021.889528,3642.437689,3512.516068,3466.967564,3418.645719,3232.07334,3295.720635,3549.974741,
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,701.6045501,733.4128065,820.1562898,903.3618621,950.8183028,872.2031652,878.4033712,936.330768,
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,595.2061732,574.9195768,636.6382045,655.0495315,702.795104,675.1211397,581.7027729,606.4684535,
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2185.728031,2639.824326,
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,6297.686024,7470.462587,7953.338288,8403.069118,8624.580717,7968.39681,7870.510072,8610.652409,
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,11938.212,14166.49909,15092.06819,16881.20568,16737.89827,15524.84247,15298.35089,16245.59837,
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,48375.40695,49793.71352,51450.95911,52782.08651,54696.72617,56443.81724,57588.53807,59531.66196,
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1377.08214,1564.966945,1740.468298,1907.551233,2050.448414,2137.576852,2117.74443,1533.852038,
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,6231.770232,6183.676822,6338.117781,6597.228304,6654.484003,6901.996541,7029.743842,7145.076837,
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,13545.26345,10741.57638,12755.00008,12237.19374,15692.41288,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,40043.19017,39144.16577,37849.72872,34819.14775,33573.09703,34899.26655,,,
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,1310.370273,1515.479925,1722.683931,1871.325491,2012.04629,2065.169099,2170.648054,2342.244003,
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2965.802434,3275.091684,3158.58688,3167.343056,3148.365103,2788.770919,2913.967232,3123.614591,
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,9514.945149,10451.4535,10563.1522,10730.31579,10890.51658,10182.19251,10208.99705,10721.60885,
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3453.434298,3942.051645,4234.640751,4219.024862,4187.230599,4150.00378,4031.46704,4280.838915,
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,3283.510304,3736.363217,3600.673475,3876.958302,4054.721339,3574.543333,3697.121677,3957.441819,
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,1309.23196,1349.42025,1421.171575,1580.181601,1647.033657,1693.907815,1320.924127,1106.803906,
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,7276.376756,7967.678159,7478.136578,6819.062302,6429.02395,5742.9878,5279.730472,6151.077955,
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1463.213573,1644.619672,1734.930612,1850.793359,1738.088202,1313.889646,1262.989682,1513.276316,
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,854.8476653,980.2088242,1163.418689,1268.126633,1264.983826,1265.294413,1272.33545,1333.395663,
